Id,Username,Date,Tweet,Emotion,Anger,Joy,Surprise,Fear,Disgust,Sadness,Trust,Anticipation,SadnessV,SadnessA,SadnessD,SadnessCount,AnticipationV,AnticipationA,AnticipationD,AnticipationCount,DisgustV,DisgustA,DisgustD,DisgustCount,SurpriseV,SurpriseA,SurpriseD,SupriseCount,AngerV,AngerA,AngerD,AngerCount,JoyV,JoyA,JoyD,JoyCount,FearV,FearA,FearD,FearCount,TrustV,TrustA,TrustD,TrustCount
919,narendramodi,9-Jul-18,The  initiative is leading to transformative changes in the economy. For instance take the mobile manufacturing sector: When we assumed office in 2014 there were only 2 manufacturing units while today there are 120. This augurs well for our youth.,Fear,0.016657632,0.100981303,0.014346725,0.33159253,0.23745203,0.004736057,0.270235389,0.023998352,0,0,0,0,0.615,0.481,0.569,1,0,0,0,0,0.806,0.362,0.306,1,0,0,0,0,0.628666667,0.558333333,0.407,3,0,0,0,0,0.716,0.647666667,0.526666667,6
920,narendramodi,9-Jul-18,I congratulate the team of  and convey my best wishes to them on the inauguration of the Noida mobile unit. Samsung is one of the several companies from the Republic of Korea that are making a mark globally endearing themselves to people from all walks of life.,Joy,0.005463249,0.8142488,0.001230703,0.010746767,0.089385785,0.001820878,0.076816663,0.000287152,0,0,0,0,0.731,0.625,0.6405,2,0,0,0,0,0.674,0.628,0.451666667,3,0,0,0,0,0.71725,0.66325,0.51675,4,0.663,0.604,0.434,1,0.653428571,0.605571429,0.451857143,7
921,narendramodi,9-Jul-18,A partnership powered by technology and innovation. President Moon Jae-in and I inaugurated  s new production unit in Noida. This is a special moment for India s manufacturing sector.,Anticipation,0.02389239,0.054558337,0.077008769,0.008322289,0.030861249,0.025837872,0.028720127,0.750798941,0,0,0,0,0.694,0.781,0.594,1,0,0,0,0,0.7395,0.58,0.3625,2,0,0,0,0,0.716,0.6406,0.475,5,0,0,0,0,0.7044,0.6036,0.432,5
922,narendramodi,9-Jul-18,On board the world-class Delhi Metro with President Moon Jae-in. We are headed to Noida...do not miss the iconic Akshardham Temple in the background!,Joy,0.014703824,0.345855236,0.156747937,0.091052793,0.001739676,0.008526281,0.316301644,0.065072589,0.573,0.408,0.49,1,0.592,0.385,0.255,1,0,0,0,0,0.622,0.444,0.27,1,0,0,0,0,0.573,0.408,0.49,1,0,0,0,0,0.6025,0.572,0.4035,2
906,narendramodi,10-Jul-18,Birthday wishes to my esteemed colleague Shri  . He s been assiduously working towards improving ease of doing business in India and ensuring that the aspirations of our youth are fulfilled. May Almighty bless him with wonderful health and a long life.,Joy,0.000433244,0.98028028,0.001469516,0.003548292,3.35E-05,0.000889898,0.012329997,0.001015297,0,0,0,0,0.802666667,0.622333333,0.41,3,0,0,0,0,0.883,0.722,0.599,3,0.938,0.736,0.608,1,0.867833333,0.639333333,0.485166667,6,0.816,0.6335,0.513,2,0.826166667,0.6425,0.478666667,6
907,narendramodi,10-Jul-18,At 9:30 AM on 12th July I will interact with those associated with women Self Help Groups across India. It would be wonderful to hear their experiences especially how they are driving a positive change at the grassroots level. Watch it live on the NM App or on  .,Fear,0.0109363,0.064287588,0.00593311,0.825840473,0.005453638,0.002663572,0.046347998,0.038537331,0,0,0,0,0,0,0,0,0,0,0,0,0.851,0.677666667,0.631666667,3,0,0,0,0,0.802285714,0.725285714,0.588,7,0.6925,0.525,0.502,2,0.782888889,0.675,0.531666667,9
908,narendramodi,10-Jul-18,Tomorrow I would be visiting Punjab to address a Kisan Kalyan Rally in Malout Muktsar district. Farmers from Punjab have an invaluable contribution in the growth of India s agriculture sector. I look forward to tomorrow's rally.,Joy,0.013340448,0.749108911,0.050632421,0.011404673,0.000157249,0.003855891,0.165401265,0.006099146,0,0,0,0,0,0,0,0,0,0,0,0,0.706333333,0.610333333,0.422333333,3,0,0,0,0,0.700333333,0.580166667,0.408166667,6,0.854,0.76,0.452,1,0.6758,0.5868,0.394,5
909,narendramodi,10-Jul-18,Sharing my remarks at the joint press meet with President Moon Jae-in.,Joy,0.001157961,0.358750165,0.211334333,0.023686565,0.00060105,0.013229032,0.0681272,0.32311371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642333333,0.545666667,0.474,3,0,0,0,0,0.615,0.566,0.392,1
910,narendramodi,10-Jul-18,India and the Republic of Korea are bound by a shared vision for peace and prosperity for the people of our two nations. The visit by President Moon Jae-in has given new strength to the relations between India and the Republic of Korea.,Sadness,0.081763975,0.032671321,0.050146282,0.025580281,0.035810012,0.724012077,0.023005173,0.027010882,0,0,0,0,0.8235,0.6775,0.3015,2,0,0,0,0,0.7605,0.541,0.445,2,0,0,0,0,0.745,0.52475,0.3115,4,0,0,0,0,0.7564,0.5914,0.3856,5
911,narendramodi,10-Jul-18,The world is aware of the recent developments in the Korean peninsula. An atmosphere of harmony augurs well for humanity and I compliment President Moon Jae-in for his role in furthering a spirit of peace.,Joy,0.001346089,0.927614212,0.002938111,0.023289125,0.000132793,0.001101031,0.04266195,0.000916671,0,0,0,0,0.82,0.651,0.49,1,0,0,0,0,0.721,0.7005,0.442,2,0,0,0,0,0.713285714,0.650857143,0.354142857,7,0.552,0.464,0.26,1,0.693125,0.6275,0.342375,8
912,narendramodi,10-Jul-18,Discussed ways to boost ties between India and the Republic of Korea in areas such as trade investment and innovation with President Moon Jae-in. The Southern Policy of President Moon has a strong potential to enhance prosperity and stability across Asia.,Joy,0.004344186,0.344625235,0.009888149,0.281030029,0.035911582,0.008238757,0.306874514,0.009087536,0,0,0,0,0,0,0,0,0,0,0,0,0.865,0.75,0.73,1,0,0,0,0,0.76975,0.69,0.62675,4,0.806,0.84,0.625,1,0.766285714,0.742,0.58,7
913,narendramodi,10-Jul-18,Pictures from the ceremonial welcome for Mr. Moon Jae-in the President of the Republic of Korea.,Surprise,0.000460093,0.028468071,0.910942674,0.008444219,0.00086141,0.005355339,0.027471263,0.017996958,0.771,0.691,0.54,1,0,0,0,0,0,0,0,0,0.898,0.664,0.555,1,0,0,0,0,0.8345,0.6775,0.5475,2,0,0,0,0,0.771,0.691,0.54,1
899,narendramodi,11-Jul-18,I will be interacting with more than 1 crore women associated with various Self Help Groups across the country at 9:30 AM. Join the interaction on the Narendra Modi Mobile App or watch it on  . #EmpoweringRuralWomen,Fear,0.035275683,0.364670962,0.008391028,0.424581081,0.001343739,0.018674152,0.145801336,0.001262029,0.698,0.693,0.394,1,0.531,0.423,0.346,1,0,0,0,0,0.646,0.75,0.735,1,0,0,0,0,0.632,0.59,0.366,3,0.625,0.622,0.491666667,3,0.678,0.683,0.44425,4
901,narendramodi,11-Jul-18,At the rally in Malout elaborated on the steps taken by the NDA Government for the welfare of farmers. Spoke about the increase in MSP steps taken to improve soil health neem coating of urea and ensuring better markets for our farmers.,Trust,0.016363824,0.317411482,0.007391695,0.168722585,0.024359236,0.010382377,0.454023838,0.001344957,0,0,0,0,0.833,0.815,0.528,1,0.35,0.356,0.18,1,0,0,0,0,0,0,0,0,0.718833333,0.594666667,0.467,6,0.62,0.596,0.44,1,0.718833333,0.594666667,0.467,6
904,narendramodi,11-Jul-18,Always a delight to interact with Shri Parkash Singh Badal Ji. A compassionate leader he has worked tirelessly for the welfare of farmers during his long political career. Under his leadership Punjab not only excelled in agriculture but also drew industrial investment.,Trust,0.002506744,0.007497087,0.143950313,0.193627551,0.107229069,0.101297826,0.432042718,0.011848678,0,0,0,0,0.745,0.595,0.5095,2,0,0,0,0,0.722,0.6015,0.48,2,0,0,0,0,0.7605,0.74,0.5835,4,0.408,0.875,0.665,2,0.716,0.777666667,0.556666667,6
905,narendramodi,11-Jul-18,Happy to be in Punjab. Addressed a huge rally of farmers in Malout Muktsar district. Punjab is a land that has always made a rich contribution to our nation. This is a land of courage honour and hardwork.,Joy,0.005848414,0.893721342,0.022062749,0.020060638,0.000133605,0.001763304,0.048694294,0.007715631,0,0,0,0,0,0,0,0,0,0,0,0,0.573,0.783,0.625,1,0,0,0,0,0.73025,0.7505,0.596,4,0.854,0.76,0.452,1,0.68425,0.699,0.543,4
883,narendramodi,12-Jul-18,India is delighted and proud of athlete Hima Das who won a historic Gold in the 400m of World U20 Championships. Congratulations to her! This accomplishment will certainly inspire young athletes in the coming years.,Joy,0.001785789,0.811379433,0.005662834,0.029078705,0.000109432,0.001203376,0.149201706,0.001578754,0,0,0,0,0.8454,0.6708,0.5856,5,0,0,0,0,0.875,0.611,0.592,2,0,0,0,0,0.848,0.728833333,0.565333333,6,0,0,0,0,0.8345,0.78775,0.552,4
884,narendramodi,12-Jul-18,Amazing to see Self Help Groups give our Nari Shakti the much needed confidence to take their own decisions. These women from Rajasthan's Dungarpur are doing great work in solar energy.,Trust,0.025028337,0.232798934,0.016217496,0.157624081,0.004827321,0.005130155,0.473480761,0.084892929,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0.645,0.452,1,0,0,0,0,0.8016,0.7296,0.467,5,0.797,0.6275,0.2725,2,0.7685,0.623375,0.435375,8
885,narendramodi,12-Jul-18,A team of women based in Kupwara Jammu and Kashmir share how Self Help Groups mean greater economic prosperity.,Trust,0.011630625,0.303488195,0.021709936,0.069891676,0.017163524,0.084800154,0.489962339,0.001353526,0.561,0.639,0.408,1,0.759,0.545,0.548,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5995,0.5825,0.5075,2,0.561,0.639,0.408,1,0.617,0.623,0.471,4
886,narendramodi,12-Jul-18,Attaining self-reliance and more profits brick by brick. Know more about an interesting Self Help Group in Chhattisgarh s Rajnandgaon.,Fear,0.000442542,0.010703502,0.000168817,0.937051296,2.53E-05,7.34E-05,0.051518165,1.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0.368,0.418,1,0,0,0,0,0,0,0,0
887,narendramodi,12-Jul-18,Animal husbandry is an area where Self Help Groups are doing excellent work. These women from Maharashtra displayed some of their products including goat milk soap!,Fear,0.020459605,0.066301167,0.152462587,0.416576445,0.102424502,0.16951187,0.051600229,0.020663597,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.3995,0.376,2,0,0,0,0,0.6296,0.4994,0.3898,5,0,0,0,0,0.631833333,0.490333333,0.403666667,6
888,narendramodi,12-Jul-18,Value addition and proper marketing can be extremely beneficial as this instance from Pataliputra in Bihar shows.,Fear,0.055238202,0.072647341,0.084668413,0.369060844,0.073979892,0.035770077,0.272846282,0.035788946,0,0,0,0,0,0,0,0,0,0,0,0,0.619666667,0.603666667,0.52,3,0,0,0,0,0.619666667,0.603666667,0.52,3,0,0,0,0,0.5924,0.5424,0.4394,5
889,narendramodi,12-Jul-18,Had the privilege of interacting with over a crore women from across India whose lives are being transformed due to Self Help Groups. Here is the video of the interaction.,Joy,0.012937763,0.624492705,0.031642113,0.03203547,0.005349058,0.054346312,0.238370255,0.000826325,0,0,0,0,0,0,0,0,0,0,0,0,0.646,0.427,0.577,1,0,0,0,0,0.685,0.571666667,0.514,3,0,0,0,0,0.685,0.571666667,0.514,3
890,narendramodi,12-Jul-18,India is deeply honoured to have hosted you President Moon Jae-in. I thank you for your words of appreciation for the people of India and our culture. India- South Korea ties are civilisational and also contemporary. I am sure they will grow even stronger in the years to come.,Trust,0.002771527,0.354737759,0.023857567,0.073409781,0.000747508,0.00941973,0.529477954,0.005578185,0,0,0,0,0.914,0.755,0.615,1,0,0,0,0,0.781,0.513,0.3765,2,0.71,0.473,0.216,1,0.785857143,0.600714286,0.432,7,0,0,0,0,0.778125,0.62475,0.41175,8
892,narendramodi,12-Jul-18,This move will result in withdrawal of 41% of total cases by CBDT & 18% of total cases by CBIC. This is in line with our Government s belief of trusting our citizens.,Trust,0.014456247,0.086062774,0.035198435,0.075299099,0.01865303,0.076707982,0.687227607,0.006394807,0.523,0.47,0.4135,2,0.812,0.652,0.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0.708333333,0.706333333,0.447,3,0,0,0,0,0.7365,0.646333333,0.400666667,6
893,narendramodi,12-Jul-18,In a major move to improve Ease of Doing Business & reduce litigation the Government has decided to raise the monetary threshold limit for filing departmental appeals by CBDT & CBIC at various levels including Appellate Tribunals High Courts and the Supreme Court.,Anticipation,0.054600559,0.169022098,0.06666109,0.200661466,0.015681837,0.006229335,0.12540935,0.361734271,0,0,0,0,0.708,0.7655,0.511,2,0,0,0,0,0,0,0,0,0,0,0,0,0.587,0.572111111,0.474888889,9,0.656,0.6325,0.569,2,0.546333333,0.557,0.478833333,6
894,narendramodi,12-Jul-18,Inaugurated Dharohar Bhawan the Headquarters of ASI in Delhi. Talked about India s rich archaeological heritage and the need for more people to visit various archaeological sites across the country.,Joy,0.010398475,0.496923983,0.173879981,0.068335161,0.0216341,0.079685226,0.134079292,0.015063795,0,0,0,0,0,0,0,0,0,0,0,0,0.672,0.58,0.4205,2,0,0,0,0,0.6815,0.60175,0.441,4,0.51,0.2,0.574,1,0.7156,0.616,0.5108,5
895,narendramodi,12-Jul-18,I join the lakhs and lakhs of people whose lives were touched by Dada J.P. Vaswani in remembering him. His thoughts teachings and social service efforts live on highlighting the values he stood for and the work he did.,Joy,0.028927268,0.469722569,0.1212283,0.066876516,0.004816952,0.058564007,0.246447667,0.003416721,0.535,0.509,0.386,1,0,0,0,0,0,0,0,0,0.718333333,0.601666667,0.384,3,0,0,0,0,0.704666667,0.597333333,0.472166667,6,0,0,0,0,0.714833333,0.623333333,0.467833333,6
896,narendramodi,12-Jul-18,In August last year I had addressed the 99th birthday celebrations of Dada J.P. Vaswani. His blessings always gave me courage.,Surprise,0.001038555,0.172061682,0.657339752,0.016950572,0.000417829,0.011535032,0.063017555,0.077639058,0,0,0,0,0.949,0.599,0.6025,2,0,0,0,0,0.813333333,0.537666667,0.496333333,3,0,0,0,0,0.8495,0.58175,0.57075,4,0,0,0,0,0.7355,0.519,0.3225,2
897,narendramodi,12-Jul-18,Dada J.P. Vaswani was a guiding light for me. About 28 years ago I had the honour of being with him at a world religions conference in USA. His clarity of thought stood out. In 2013 I had visited Pune to inaugurate a nursing college associated with him.,Disgust,0.074980922,0.052760519,0.153995901,0.125211507,0.390626132,0.021481646,0.083857328,0.097086042,0,0,0,0,0.78,0.571,0.315,1,0,0,0,0,0.62275,0.61825,0.394,4,0,0,0,0,0.651,0.636111111,0.416888889,9,0,0,0,0,0.624375,0.6265,0.433125,8
898,narendramodi,12-Jul-18,I am saddened beyond words on the passing away of Dada J.P. Vaswani. He lived for society and served the poor and needy with compassion. Blessed with immense wisdom he was passionate about educating the girl child cleanliness and furthering peace as well as brotherhood.,Joy,0.132142216,0.311368406,0.027874626,0.226203576,0.068982631,0.029287886,0.199144125,0.00499652,0.448,0.265,0.465,2,0.947,0.585666667,0.481,3,0,0,0,0,0.707,0.6125,0.518,2,0.71,0.473,0.216,1,0.82475,0.5665,0.43525,4,0.429333333,0.459333333,0.373333333,3,0.738166667,0.587833333,0.4465,6
879,narendramodi,13-Jul-18,Unforgettable moments from  s victory. Seeing her passionately search for the Tricolour immediately after winning and getting emotional while singing the National Anthem touched me deeply. I was extremely moved. Which Indian won t have tears of joy seeing this!,Joy,0.006381747,0.975411892,0.000187844,0.002688124,0.004028569,0.003188442,0.003315105,0.004798253,0.867,0.749,0.713,2,0.7535,0.8395,0.746,2,0.955,0.972,0.712,1,0.795,0.929,0.7695,2,0.779,0.526,0.714,1,0.807833333,0.705833333,0.654333333,6,0,0,0,0,0.856,0.7825,0.5505,2
880,narendramodi,13-Jul-18,Best wishes to the Kutchi community on Aashadhi Beej the Kutchi New Year. May the coming year bring happiness as well as good health in everyone s life and may everyone s aspirations be fulfilled.,Joy,0.005294117,0.959019244,0.000656961,0.004433817,0.0007262,0.00072037,0.027354928,0.001794345,0,0,0,0,0.850333333,0.628,0.505666667,3,0,0,0,0,0.74,0.4745,0.326,2,0,0,0,0,0.804571429,0.554428571,0.451285714,7,0,0,0,0,0.763142857,0.512142857,0.381,7
881,narendramodi,13-Jul-18,Greetings on the auspicious occasion of Rath Yatra. With the blessings of Lord Jagannath may our country scale new heights of growth. May every Indian be happy and prosperous. Jai Jagannath!,Joy,0.000470033,0.962270737,0.000242515,0.006160902,0.000219774,0.000199521,0.029246338,0.001190183,0.504,0.635,0.372,2,0.830333333,0.688,0.577,3,0,0,0,0,0.923,0.6025,0.4255,2,0,0,0,0,0.7275,0.569875,0.461125,8,0.698,0.693,0.394,1,0.741,0.5555,0.41175,8
882,narendramodi,13-Jul-18,Much needed and welcome change. More Indians should venture out visit our archaeological treasures and come back with cherished memories. This decision also means more people can see photos of our beautiful historical sites and plan their trips. :),Joy,0.023063358,0.814310014,0.02358512,0.005984754,0.000177891,0.022594744,0.068044409,0.0422397,0,0,0,0,0.646,0.733,0.54,1,0,0,0,0,0.6866,0.5672,0.405,5,0,0,0,0,0.706727273,0.599909091,0.482090909,11,0.724666667,0.598333333,0.529666667,3,0.6654,0.5939,0.4131,10
870,narendramodi,14-Jul-18,A book 'Meri Kashi' was released during the programme this evening which offers valuable glimpses of the development works in Kashi over the last 4 years. I thank all those who worked in compiling this book.,Joy,0.077516377,0.847010553,0.015815647,0.033220805,0.006990746,0.006460194,0.011956918,0.001028773,0,0,0,0,0.844,0.651,0.49,1,0,0,0,0,0.88,0.566,0.2815,2,0,0,0,0,0.763,0.549166667,0.328333333,6,0.7835,0.6665,0.399,2,0.760166667,0.573333333,0.33,6
871,narendramodi,14-Jul-18,Happy to have interacted with eminent citizens from different walks of life. My relation with this ancient city is special. No words can do justice to the affection I have received from Kashi.,Joy,0.007383641,0.881269634,0.010159722,0.029572658,0.002885244,0.010385825,0.055711512,0.002631752,0,0,0,0,0,0,0,0,0,0,0,0,0.7545,0.481,0.4455,2,0.71,0.473,0.216,1,0.74675,0.56975,0.464,4,0.857,0.625,0.604,1,0.757875,0.584,0.490375,8
872,narendramodi,14-Jul-18,From the public meeting in Varanasi.,Joy,0.005593934,0.791903555,0.044737209,0.057563942,0.002169284,0.008325546,0.049899083,0.039807457,0,0,0,0,0.592,0.664,0.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.613,0.569,1,0,0,0,0,0,0,0,0
877,narendramodi,14-Jul-18,Euphoric atmosphere at the public meeting in Azamgarh. Laid the foundation stone for the Poorvanchal Expressway and addressed the gathering. Sharing the video of my speech.,Joy,0.002213346,0.904895127,0.000158285,0.006111305,8.18E-05,7.29E-05,0.086209804,0.000257523,0,0,0,0,0.592,0.664,0.51,1,0,0,0,0,0.646,0.427,0.577,1,0.216,0.561,0.183,1,0.666666667,0.533333333,0.482,3,0,0,0,0,0.625,0.4935,0.4385,2
878,narendramodi,14-Jul-18,Addressed a massive public meeting in Varanasi. Inaugurated and laid the foundation stone for various development works that will add to Kashi s transformation.,Joy,0.00251153,0.845671177,0.004485114,0.02265319,0.001243587,0.001839745,0.120237008,0.001358635,0,0,0,0,0.592,0.664,0.51,1,0,0,0,0,0.728,0.554,0.49,1,0.216,0.561,0.183,1,0.670166667,0.6085,0.476166667,6,0.827,0.796,0.5,1,0.7175,0.7345,0.5005,4
860,narendramodi,15-Jul-18,Leaving for West Bengal. Will be addressing a Kisan Kalyan Rally in Paschim Medinipur district this afternoon. You can also watch the rally live on your mobiles via the Narendra Modi Mobile App.,Joy,0.00120515,0.902199984,0.003298787,0.004705369,5.42E-05,0.000348465,0.087462686,0.000725388,0,0,0,0,0.531,0.423,0.346,1,0,0,0,0,0.662,0.454,0.36,1,0,0,0,0,0.718,0.561333333,0.571,3,0.531,0.423,0.346,1,0.6524,0.5796,0.456,5
861,narendramodi,15-Jul-18,I congratulate President Putin and the people of Russia for the successful organisation of the  2018. The tournament was memorable and widely watched.,Trust,0.024433604,0.26505062,0.082956947,0.180682704,0.094849966,0.015300807,0.297910452,0.038814902,0,0,0,0,0.949,0.938,0.724,1,0,0,0,0,0.792,0.6945,0.52175,4,0,0,0,0,0.801833333,0.721166667,0.591833333,6,0,0,0,0,0.7975,0.733,0.52175,4
862,narendramodi,15-Jul-18,An excellent match! Congratulations to France for winning the  . They played wonderfully through the tournament and during the #WorldCupFinal  I also congratulate Croatia for their spirited game. Their performance in the World Cup has been historic.,Joy,0.067582153,0.549921453,0.013033672,0.176171005,0.093421154,0.013701481,0.074031971,0.012137133,0.955,0.972,0.712,1,0.955,0.972,0.712,1,0.955,0.972,0.712,1,0.950333333,0.859,0.732,3,0,0,0,0,0.874142857,0.780571429,0.661428571,7,0,0,0,0,0.891666667,0.838,0.606333333,3
863,narendramodi,15-Jul-18,Some more glimpses from the public meeting in Mirzapur.,Trust,0.036209092,0.145320132,0.065595716,0.2898435,0.005071737,0.032400373,0.301672518,0.123886935,0,0,0,0,0.592,0.664,0.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.613,0.569,1,0,0,0,0,0,0,0,0
867,narendramodi,15-Jul-18,The Bansagar project always had the potential to help so many farmers but after its foundation stone was laid in 1978 the project kept getting delayed. The NDA government ensured that the project is completed so that its benefits reach the citizens.,Joy,0.038281888,0.622878015,0.038251434,0.029166516,0.000315381,0.00222225,0.268688262,0.000196219,0.748,0.6185,0.414,2,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.561,0.183,1,0.76825,0.79,0.51725,4,0.635333333,0.716666667,0.542,3,0.7492,0.724,0.508,5
868,narendramodi,15-Jul-18,Key development projects were dedicated to the nation in Mirzapur. This includes the Bansagar Canal Project 100 Jan Aushadhi Kendras across UP and a bridge over the Ganga that will improve connectivity. Here is what I said at the public meeting.,Trust,0.074855849,0.215085521,0.009955459,0.043404482,0.025480542,0.0099193,0.617604971,0.003693889,0,0,0,0,0.7125,0.7395,0.519,2,0,0,0,0,0,0,0,0,0,0,0,0,0.718666667,0.689666667,0.42,3,0.827,0.796,0.5,1,0.7154,0.7372,0.4406,5
869,narendramodi,15-Jul-18,Braving the scorching heat huge number of people attended the public meeting in Mirzapur. I am grateful to them for the strong support and immense enthusiasm.,Joy,0.015586967,0.736696899,0.001561319,0.028864641,0.001165033,0.002916858,0.21021466,0.002993594,0,0,0,0,0.592,0.664,0.51,1,0,0,0,0,0.527666667,0.584666667,0.418666667,3,0.406,0.464,0.635,1,0.642333333,0.632,0.531333333,3,0.47,0.452,0.4215,2,0.64,0.6365,0.514166667,6
852,narendramodi,16-Jul-18,Delighted to address the New India Conclave in Delhi. Highlighted India s transformation and how India s youth are driving this positive change. Sharing my speech.,Joy,0.000938606,0.925362706,0.007761008,0.031003732,0.000128371,0.000621116,0.031669334,0.002515136,0,0,0,0,0.938,0.736,0.608,1,0,0,0,0,0.794,0.6515,0.4675,2,0.938,0.736,0.608,1,0.83575,0.732,0.51575,4,0.938,0.736,0.608,1,0.959,0.855,0.51,1
853,narendramodi,16-Jul-18,India s farmer is the nation s pride. The hardwork of our farmers combined with the support they are getting from the Government will fulfil our dream of doubled farmer incomes by 2022 when we mark 75 years of Independence.,Trust,0.00970143,0.009973074,0.055921551,0.116769545,0.038448654,0.006906733,0.745426297,0.016852748,0.7605,0.396,0.2945,2,0,0,0,0,0,0,0,0,0.491,0.6,0.231,1,0,0,0,0,0.5892,0.5734,0.3874,5,0.631,0.462666667,0.354333333,3,0.646333333,0.583666667,0.375444444,9
854,narendramodi,16-Jul-18,Those who came to power chanting Ma Mati Manush stand exposed in front of the people of West Bengal. A syndicate is running and ruining West Bengal. The recent Panchayat Polls show a total disregard for democratic ethos. West Bengal does not deserve such misgovernance.,Sadness,0.099174641,0.053308748,0.054537758,0.03106376,0.05503159,0.677561522,0.02703494,0.002287061,0.771,0.714,0.286,1,0.802,0.613,0.436,1,0,0,0,0,0.634333333,0.522333333,0.34,3,0.802,0.613,0.436,1,0.659333333,0.644555556,0.473666667,9,0,0,0,0,0.6624,0.6512,0.4532,10
855,narendramodi,16-Jul-18,Explained to the farmers of West Bengal how the Central Government is ensuring robust growth in the agriculture sector. Spoke about Operation Greens PM Fasal Bima Yojana steps taken to ensure better markets and many other issues.,Trust,0.002722187,0.029896481,0.000983895,0.050686907,0.000345203,0.001063148,0.913333297,0.000968872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4915,0.316,0.2895,2,0,0,0,0,0.573333333,0.463666667,0.328333333,3
856,narendramodi,16-Jul-18,Farmers of West Bengal have expressed immense joy on the historic raise in MSP. While previous Governments paid lip-service to farmers the NDA Government has left no stone unturned in facilitating a qualitative difference in their lives.,Sadness,0.014746985,0.219203591,0.188271716,0.034694605,0.04921722,0.4234263,0.053995863,0.016443718,0.396,0.341,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.561,0.183,1,0.627625,0.53775,0.476625,8,0.885,0.765,0.685,1,0.518166667,0.479666667,0.421166667,6
857,narendramodi,16-Jul-18,I pray for the quick recovery of those injured due to the unfortunate accident during today s rally. After the programme I went to the hospital and spent time with the injured.,Anger,0.409770012,0.048930239,0.101681724,0.157401994,0.016967233,0.168857619,0.094278947,0.002112218,0.151,0.35775,0.653,4,0.659,0.618,0.2075,2,0,0,0,0,0.548333333,0.441666667,0.447,3,0,0,0,0,0.7052,0.5486,0.3652,5,0.397,0.48,0.51,5,0.6086,0.5958,0.4114,5
858,narendramodi,16-Jul-18,At the rally and on the streets of Midnapore people turned out in record numbers to bless us. These blessings deepen our resolve to work for the welfare of West Bengal.,Joy,0.016094077,0.711398482,0.04762866,0.040027585,0.075198352,0.029190507,0.072060302,0.008402043,0.63,0.583,0.538,1,0.929,0.6055,0.315,2,0,0,0,0,0.721,0.568666667,0.433,3,0,0,0,0,0.720222222,0.635555556,0.456333333,9,0,0,0,0,0.7112,0.6303,0.4645,10
859,narendramodi,16-Jul-18,I bow to my sisters and brothers of West Bengal. The warmth and enthusiasm I received in Midnapore will remain etched in my memory. It is clear that the people of West Bengal see  as ray of hope a party that can fulfil people s aspirations.,Joy,0.003030911,0.514220297,0.002273804,0.210372075,0.000234236,0.004961432,0.262956321,0.001950955,0,0,0,0,0.9325,0.7685,0.5665,2,0,0,0,0,0.783857143,0.578285714,0.478,7,0,0,0,0,0.7955,0.63825,0.476625,8,0.680666667,0.474333333,0.422,3,0.705,0.5592,0.3729,10
846,narendramodi,17-Jul-18,Thank you Sakshi for this wonderful letter. I am glad that #ExamWarriors helped you during your exam preparations. My best wishes.,Joy,0.002489937,0.797858119,0.014453117,0.00819322,0.000523112,0.016228538,0.158301771,0.001952211,0,0,0,0,0.938,0.74,0.76,1,0,0,0,0,0.971,0.83,0.776,1,0,0,0,0,0.796,0.715666667,0.733,3,0,0,0,0,0.971,0.83,0.776,1
847,narendramodi,17-Jul-18,Wonderful interaction with our valued NDA allies. The NDA family in united in our pursuit of development and good governance for 125 crore Indians.,Joy,0.001155472,0.818531811,0.035453271,0.027948096,0.000118284,0.00152071,0.086214446,0.029057901,0,0,0,0,0.938,0.534,0.368,1,0,0,0,0,0.792,0.642,0.5515,2,0,0,0,0,0.849666667,0.598,0.401333333,3,0.7365,0.773,0.6175,2,0.832,0.7012,0.4834,5
849,narendramodi,17-Jul-18,Some pictures from the all-party meeting held in Parliament earlier today.,Joy,0.002306941,0.493393958,0.355318874,0.020673234,0.002483991,0.017568696,0.030045778,0.078208521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655,0.452333333,0.387,3,0,0,0,0,0.6075,0.372,0.296,2
850,narendramodi,17-Jul-18,This interaction will take place on Thursday 19th July 2018. Join this programme via the Narendra Modi Mobile App. You can watch it live on  as well.,Anticipation,0.00255725,0.099728242,0.073575988,0.111910619,0.003349168,0.000902868,0.048133526,0.659842372,0,0,0,0,0.531,0.423,0.346,1,0,0,0,0,0.654,0.602,0.5475,2,0,0,0,0,0.7106,0.56,0.4,5,0.639,0.57,0.459666667,3,0.718142857,0.556857143,0.467428571,7
