username,date,text ,sentimentvalue,catergory
narendramodi,9/15/2018 4:47,The blessings of the Ajmer Sharif Dargah are a matter of immense joy for the Swachh Bharat Mission. Interacted with a team of citizens who had gathered at the Dargah fully committed to eliminate dirt and unclean surroundings. #SHS18 ,0.4,positive
narendramodi,9/15/2018 4:46,This is incredible Mata  Ji! You motivate millions of people globally and your contribution to the 'Swachhata Hi Seva Movement' is incredible! #SHS18 ,0.666666667,positive
narendramodi,9/15/2018 4:45,Bindeshwar Ji your energy and enthusiasm are exceptional. Your work in furthering toilet coverage and other sanitation related activities is stupendous. Thank you for joining Swachhata Hi Seva Movement. #SHS18 ,0.127083333,positive
narendramodi,9/15/2018 0:27,With enthusiastic young friends at the Baba Sahib Ambedkar Secondary School in Delhi. It is India s youth that have led from the front and ushered in a positive change when it comes to cleanliness. #SHS18 ,0.156818182,positive
narendramodi,9/15/2018 0:23,Let us strengthen the Swachh Bharat Mission. Joined the Swachhata Hi Seva Movement at the Baba Sahib Ambedkar Secondary School in Paharganj Delhi. This school s campus was bought by the venerable Dr. Ambedkar to ensure children from poor families get quality education. #SHS18 ,-0.35,negative
narendramodi,9/14/2018 21:02,'Swachhata Hi Seva Movement' aims at fulfilling Bapu's dream of a Clean India. Watch. #SHS2018 ,0.366666667,positive
narendramodi,9/14/2018 19:53,At 9:30 AM we mark the start of the historic 'Swachhata Hi Seva Movement' which will add vigour to our efforts to fulfil Bapu's dream of a 'Clean India.' It can be watched live on  the 'Narendra Modi Mobile App' and other mediums. ,0.094507576,positive
narendramodi,9/14/2018 19:51,On #EngineersDay I congratulate our hardworking engineers and appreciate their dexterity as well as dedication. Their role in nation building is extremely vital. I also pay tributes to the noted engineer Shri M Visvesvaraya on his birth anniversary. ,0.1,positive
narendramodi,9/14/2018 8:23,The accident in Kishtwar Jammu and Kashmir is tragic. Condolences to those who lost their loved ones. May the injured recover at the earliest. ,-0.025,negative
narendramodi,9/14/2018 7:32,Wonderfully articulated and great that you are strengthening the 'Swachhata Hi Seva Movement' with your support.  ,0.9,positive
narendramodi,9/14/2018 7:31,Delighted that Ustad Amjad Ali Khan Sahab is supporting the 'Swachhata Hi Seva Movement.' Together 125 crore Indians will fulfil Bapu's dream of a Clean India.  ,0.438888889,positive
narendramodi,9/14/2018 7:29,Appreciate the support Mr. Ratan Tata.  ,0,neutral
narendramodi,9/14/2018 7:28,When PT Usha Ji extends support to the movement to Clean India it means we will surely fulfil Bapu's dream at a faster pace :)  ,0.455555556,positive
narendramodi,9/14/2018 7:27,Thank you Ashwin Ji for the solidarity.  ,0,neutral
narendramodi,9/14/2018 5:52,! ,0,neutral
narendramodi,9/14/2018 5:52,Best wishes to my sisters and brothers of Odisha on Nuakhai. I pray that this occasion enhances the spirit of joy and progress in our society. Nuakhai Juhar! ,1,positive
narendramodi,9/14/2018 5:34,From Ashara Mubaraka held in Indore earlier today. ,0,neutral
narendramodi,9/14/2018 5:33,I will never forget the affection I received at the Saifee Mosque in Indore. ,0,neutral
narendramodi,9/14/2018 5:29,The nation is proud of the rich contribution of the Dawoodi Bohra community. They play a vital role in India s economic progress and have spread the power of Indian culture globally. They are also at the forefront of conserving nature and furthering cleanliness. ,0.295,positive
narendramodi,9/14/2018 5:26,It is always wonderful to meet Dr. Syedna Mufaddal Saifuddin. Saint and scholar his commitment towards nation building is appreciable. He is at the forefront of several community service initiatives. ,0.5,positive
narendramodi,9/14/2018 5:23,Imam Husain (SA) sacrificed himself instead of accepting injustice. He was unwavering in his desire for peace and justice. His teachings are as relevant today as they were centuries ago. ,0.4,positive
narendramodi,9/14/2018 5:21,Attended Ashara Mubaraka to commemorate the martyrdom of Imam Husain (SA) in Indore. Here are some moments from the programme. ,0,neutral
narendramodi,9/14/2018 1:32,# - ,0,neutral
narendramodi,9/13/2018 7:48,Michhami Dukkadam! We pray that the values of forgiveness brotherhood and compassion always prevail in our society. Here is what I said about the special occasion of Samvatsari and tradition of Michhami Dukkadam during #MannKiBaat in August last year. ,0.178571429,positive
narendramodi,9/13/2018 7:40,Glad to have interacted with the people of Arunachal West seat. The Party Karyakartas are happy about the unparalleled focus devoted to the Northeast and asked me about the plans ahead for the region s development. #MeraBoothSabseMazboot ,0.65,positive
narendramodi,9/13/2018 7:39,Abhinav Jain Ji based in Ghaziabad reminded me that on this day 5 years ago the BJP had given me the responsibility to lead the party in 2014. He also asked me about the importance of a Karyakarta who in my view is the heart and soul of the BJP family. #MeraBoothSabseMazboot ,0,neutral
narendramodi,9/13/2018 7:38,Happy to have interacted with the industrious  Karyakartas based in Hazaribagh. #MeraBoothSabseMazboot Mariam Tuddu Ji talked about the extensive work done in the last four years which have improved the lives of the poorest of the poor. ,0.1,positive
narendramodi,9/13/2018 7:37,Suwalal Yadav Ji who is based in Jaipur Rural seat expressed gratitude on the Government s historic decision on OROP. He is also proud of the surgical strikes and asked me about what we can do for the welfare of those who have served in the Armed Forces. #MeraBoothSabseMazboot ,0.266666667,positive
narendramodi,9/13/2018 7:36,Gulshan Kumar Ji from Nawada enjoys playing sports and works for the Party tirelessly. He is happy with the development work in Nawada. He asked me how a  Karyakarta should work towards strengthening the party and connect with maximum citizens. #MeraBoothSabseMazboot ,0.8,positive
narendramodi,9/13/2018 7:33,Here are the highlights of this morning's interaction with  Karyakartas in five Parliamentary constituencies across India. We are extremely proud of our Karyakartas and their valuable role in the building of the Party. #MeraBoothSabseMazboot ,0.8,positive
narendramodi,9/13/2018 6:35,Had a wonderful meeting with Mr.  Chairman and CEO of  . We discussed various aspects relating to technology as well as innovation. ,0.5,positive
narendramodi,9/12/2018 22:33,Glad to be interacting with BJP Karyakartas in five Parliamentary seats. #MeraBoothSabseMazboot ,0.5,positive
narendramodi,9/12/2018 21:28,Looking forward to the interaction with  Karyakartas from five Lok Sabha seats. The interaction begins at 11 AM and can be watched live on the Narendra Modi Mobile App. ,0.136363636,positive
narendramodi,9/12/2018 18:09,Greetings on the auspicious occasion of Ganesh Chaturthi. ,0,neutral
narendramodi,9/12/2018 7:18,Thank you  JI for the invaluable support to the Swachh Bharat Mission and giving a clarion call to work for a Clean India. ,0.366666667,positive
narendramodi,9/12/2018 7:18,Thank you Amitabh Bachchan Ji for inspiring others and expressing your participation in the 'Swachhata Hi Seva Movement.'  ,0.5,positive
narendramodi,9/12/2018 7:16,Wonderful to know  Ji. ,1,positive
narendramodi,9/12/2018 7:16,Dear  through your work you have made a fantastic effort to spread awareness on cleanliness. Your continued support to the Swachh Bharat Mission is gladdening. ,0.4,positive
narendramodi,9/12/2018 7:15,Delighted that you are joining the 'Swachhata Hi Seva Movement Mata  Ji. Your solidarity adds great strength to the movement. ,0.75,positive
narendramodi,9/12/2018 7:15,Thank you  Ji. Your support will add vigour to the 'Swachhata Hi Seva Movement.' ,0,neutral
narendramodi,9/12/2018 7:13,Over the last four years there is tremendous awareness on cleanliness both inside and outside the classroom. This is a great sign. ,0.283333333,positive
narendramodi,9/12/2018 7:12,Glad you write this. Such a mindset change will go a long way in fulfilling Bapu's dream of a Swachh Bharat. ,0.15,positive
narendramodi,9/12/2018 4:42,2022,0,neutral
narendramodi,9/12/2018 4:42,(PM-AASHA) ,0,neutral
narendramodi,9/11/2018 19:58,At 9:30 AM on 15th we shall come together and mark the commencement of the Swachhata Hi Seva Movement. I look forward to interacting with those who have worked assiduously on the ground to strengthen the Swachh Bharat Mission after which Swachhata activities will begin. ,0,neutral
narendramodi,9/11/2018 19:57,The Swachhata Hi Seva Movement commences on 15th September. This is a great way to pay tributes to Bapu. Come be a part of this movement and strengthen the efforts to create a Swachh Bharat! ,1,positive
narendramodi,9/11/2018 19:55,On 2nd October we mark the start of Gandhi Ji s 150th birth anniversary. It is also the day Swachh Bharat Mission completes 4 years of being a historic mass movement aimed at fulfilling Bapu s dream of a Clean India. I salute all those working towards a Swachh Bharat! ,0.152777778,positive
narendramodi,9/11/2018 7:12,On the 13th of this month I will be interacting with  Karyakartas based in Arunachal West Ghaziabad Hazaribagh Jaipur Rural and Nawada Parliamentary constituencies. I look forward to the programme. It can be watched live on the Narendra Modi Mobile App.' ,0.045454545,positive
narendramodi,9/11/2018 7:07,I am obviously happy you joined the interaction today but I hope your office work did not suffer. :) ,0.65,positive
narendramodi,9/11/2018 7:06,These teams are at the forefront of grassroots level change towards an India with better health and education facilities. More Indians must know about the excellent work they are doing. ,0.666666667,positive
narendramodi,9/11/2018 7:05,Glad that I could join the programme in Coimbatore via technology and interact with the people of Tamil Nadu as well as the Ramakrishna Math and Mission. ,0.5,positive
narendramodi,9/11/2018 7:04,Yes I agree with you. ,0,neutral
narendramodi,9/11/2018 7:04,The coming years will require even greater emphasis on comfortable affordable and environment friendly public transport. ,0.31875,positive
narendramodi,9/11/2018 7:02,A group of women based in Chhattisgarh are fighting malnutrition and have also used our festivals to mobilise more people in their movement. You would be happy to hear their story. ,0.65,positive
narendramodi,9/11/2018 7:01,Manita Devi s presence of mind persistence and spirit of compassion changed the life of a family! India is proud of citizens like her. ,0.8,positive
narendramodi,9/11/2018 7:00,Interacted with a team of women based in Dadra and Nagar Haveli. Their work in tribal dominated areas is truly commendable. ,0,neutral
narendramodi,9/11/2018 6:59,India is proud of the rich contribution of the ASHA ANM and Anganwadi workers. Their role in the wellbeing of India s Nari Shakti and Yuva Shakti is appreciable. Announced measures for their welfare earlier today. ,0.391666667,positive
narendramodi,9/11/2018 4:41,The bus accident in Telangana s Jagtial district is shocking beyond words. Anguished by the loss of lives. My thoughts and solidarity with the bereaved families. I pray that the injured recover quickly. ,-0.333333333,negative
narendramodi,9/11/2018 3:09,Addressing a programme to mark the 125th anniversary of Swami Vivekananda s historic Chicago speech. ,0,neutral
narendramodi,9/10/2018 22:10,Interacting with ASHA ANM and Anganwadi workers. Watch. ,0,neutral
narendramodi,9/10/2018 21:29,The interaction with ASHA ANM and Anganwadi workers begins shortly. Watch it on  or on the Narendra Modi Mobile App. ,0,neutral
narendramodi,9/10/2018 8:04,At 3:30 PM tomorrow I will address via video conferencing the Valedictory Function of the 125th Anniversary of Swami Vivekananda's Chicago speech organized by Sri Ramakrishna Math at Coimbatore. ,0,neutral
narendramodi,9/10/2018 8:03,Looking forward to interacting with lakhs of ASHA ANM and Anganwadi workers from all over India at 10:30 AM tomorrow. You can watch the interaction live on  . Do hear their inspiring journeys and how they are contributing to India s social empowerment. ,0.223232323,positive
narendramodi,9/10/2018 6:43,Greetings on the special occasion of the Parkash Purab of Sri Guru Granth Sahib ji. We bow to the Guru Sahib and seek blessings for the peace progress and prosperity of humankind. May the spirit of harmony compassion and brotherhood always prevail in our society. ,0.357142857,positive
narendramodi,9/10/2018 6:41,,0,neutral
narendramodi,9/10/2018 6:41,- ' ,0,neutral
narendramodi,9/10/2018 6:38,Brightening lives furthering connectivity and improving India-Bangladesh friendship. PM Sheikh Hasina and I jointly inaugurated three development projects. West Bengal CM  Ji and Tripura CM  Ji joined the programme as well. ,0,neutral
narendramodi,9/10/2018 6:35,Had a wonderful interaction with Members of Parliament from Sri Lanka. We had extensive discussions on ways to further boost India-Sri Lanka friendship. ,0.333333333,positive
narendramodi,9/9/2018 5:48,BJP National Executive meet saw extensive discussions on many subjects. Party colleagues expressed their insightful views. Our Party is humbled by the strong support across India. In the spirit of Ajay Bharat Atal Bhajpa we will continue working tirelessly for India s growth. ,0.311111111,positive
narendramodi,9/8/2018 6:36,Paying tributes to the venerable Dr. Babasaheb Ambedkar while attending the  National Executive meeting. ,0,neutral
narendramodi,9/8/2018 6:34,Here are some pictures from the  National Executive meeting being held at the Dr. Ambedkar International Centre in New Delhi. ,0.068181818,positive
narendramodi,9/7/2018 5:23,My thoughts on the future of mobility in India. ,0,neutral
narendramodi,9/7/2018 5:21,Mobility is key to the progress of humanity. Let us work towards furthering Ease of Living through the mobility sector and ensuring that the sector is in sync with the environmental needs of our times. ,0,neutral
narendramodi,9/7/2018 5:20,The name of the Global Mobility Summit Move perfectly captures the spirit of India. Ours is a nation on the move with a strong economy solid reform trajectory and a talented Yuva Shakti. ,0.426666667,positive
narendramodi,9/7/2018 5:19,Glimpses from 'MOVE' the Global Mobility Summit being held in Delhi. ,0,neutral
narendramodi,9/6/2018 23:19,Addressing MOVE a special summit on the future of mobility. Watch my speech. ,0.178571429,positive
narendramodi,9/6/2018 9:24,I congratulate Secretary Mike Pompeo Secretary James Mattis EAM  and RM  for a very productive first ever India US 2+2 dialogue. I am sure this dialogue will further deepen India-USA relations.   ,0.2375,positive
narendramodi,9/6/2018 9:21,Had a wonderful meeting with the Secretaries of State and Defence of US and discussed outcomes of 2+2 dialogue bilateral strategic and security related issues.   ,0.5,positive
narendramodi,9/6/2018 8:09,Tomorrow morning I look forward to attending MOVE a special Global Mobility Summit being held in Delhi. This is a commendable effort to bring together various stakeholders who are working to improve mobility across platforms and sectors. ,0.119047619,positive
narendramodi,9/5/2018 10:22,Deeply saddened by the loss of lives due to the capsizing of a boat near Guwahati in Assam. My thoughts are with the bereaved families. The State Government is working actively on the rescue operations and ensuring all possible support on the ground. ,-0.031666667,negative
narendramodi,9/5/2018 9:50,Giving a new impetus to financial inclusion. Jan Dhan account holders will now get higher overdraft facilities higher accidental insurance and more. ,0.227272727,positive
narendramodi,9/5/2018 7:53,Here are highlights of the interaction with the #AsianGames2018 medalists earlier today. ,0,neutral
narendramodi,9/5/2018 7:51,Amit Panghal has become a household name in India thanks to his success in boxing at the Asian Games 2018. Interacted with the medalist earlier today. #AsianGames2018 ,0.125,positive
narendramodi,9/5/2018 7:49,Met our talented Squash players whose hardwork led to great results. Congratulations for winning five medals and bringing smiles on the faces of 125 crore Indians. #AsianGames2018 ,0.666666667,positive
narendramodi,9/5/2018 7:48,Delighted to meet and congratulate the Indian Wushu contingent for their excellent feats at the Asian Games. They trained hard competed even harder and brought home four Bronze medals. May they find sustained success in their future endeavours. #AsianGames2018 ,0.188541667,positive
narendramodi,9/5/2018 7:47,Winning two Gold medals and one Bronze medal our wrestling team has made the nation proud. It takes great commitment dedication and sustained effort to excel at this sport. I wish the Indian wrestling contingent all the very best for a bright future. #AsianGames2018 ,0.528571429,positive
narendramodi,9/5/2018 7:45,Tennis is an extremely challenging sport that calls for stamina and hardwork. The Indian tennis team has made us all proud by bringing home one Gold medal and two Bronze medals. Delighted to personally meet and congratulate our talented tennis players. #AsianGames2018 ,0.54,positive
narendramodi,9/5/2018 7:44,Delighted to meet our talented Table Tennis players. In a sport that needs great precision and reflexes this wonderful team brought home two bronze medals and made India proud. Best wishes to all the players for a bright future. #AsianGames2018 ,0.7125,positive
narendramodi,9/5/2018 7:42,With the men s team that won a Bronze in the Sepaktakraw event. Their performance was wonderful and I am sure they will continue to make India proud in various tournaments. #AsianGames2018 ,0.575,positive
narendramodi,9/5/2018 7:41,Congratulated our athletes for the success in sailing. This contingent has secured three medals for the country. Proud of them! #AsianGames2018 ,0.4,positive
narendramodi,9/5/2018 7:40,The rowing contingent has done well in the 2018 Asian Games in Jakarta. Congratulated them for bringing home three medals including the Gold. #AsianGames2018 ,-0.05,negative
narendramodi,9/5/2018 7:38,A new sport at the Asian Games but India shines with two medals! Our athletes won a Silver and Bronze in the Kurash events. Met them and heard their experiences. #AsianGames2018 ,0.068181818,positive
narendramodi,9/5/2018 7:37,The Men s Kabaddi team met me today. Their passion towards the game and their joy on bringing home a medal for the country was outstanding. Their winning the Bronze makes us proud. It will also motivate more people to play Kabaddi in the times to come. #AsianGames2018 ,0.45,positive
narendramodi,9/5/2018 7:35,Terrific teamwork and outstanding results. The Silver medal winning women s Kabaddi team is an inspiration for every Indian. Had an excellent interaction with them. #AsianGames2018 ,0.5,positive
narendramodi,9/5/2018 7:33,Excelling at the world stage making India proud the men s Hockey team shared their Asian Games experiences with me. Proud of this team which has brought home the Bronze. My best wishes to the players. #AsianGames2018 ,0.6,positive
narendramodi,9/5/2018 7:33,Our Nari Shakti makes us proud yet again! The dedication and determination of our women s Hockey team is remarkable. We had a great interaction earlier today. This is the team that won a Silver in Jakarta. #AsianGames2018 ,0.6375,positive
narendramodi,9/5/2018 7:31,Riding to glory and excellence. Every Indian is proud of the Equestrian contingent which comes home with two silvers. Glad to have met them today. #AsianGames2018 ,0.4,positive
narendramodi,9/5/2018 7:29,This contingent played their cards right! Meet our Bridge team which won three medals including a Gold in the Asian Games 2018. Delighted by their wonderful performance. #AsianGames2018 ,0.391428571,positive
narendramodi,9/5/2018 7:20,The 2018 Asian Games will always be remembered as the tournament in which our performance in athletics was stupendous. In both field and track events our athletes demonstrated great dexterity. Proud of this contingent. #AsianGames2018 ,0.375,positive
narendramodi,9/5/2018 7:15,Our archers always on target. Interacted with our Archery team which brought home two medals both in team events. Congratulated them on their success and wished them the very best for their future endeavours. #AsianGames2018 ,0.433333333,positive
narendramodi,9/5/2018 7:11,Had a great interaction with Indian athletes who made us proud in the #AsianGames2018 . ,0.8,positive
narendramodi,9/5/2018 6:48,Today on #TeachersDay wrote a letter to our hardworking teachers whose determined efforts benefit our nation greatly. ,0.8,positive
narendramodi,9/4/2018 20:36,Anguished by the demise of Shri Bhagwatikumar Sharma Ji a noted Gujarati author and journalist. His passion towards academics literature and learning were extremely noteworthy. His works will continue to be widely read and admired. Condolences to his family and well wishers. ,-0.1125,negative
narendramodi,9/4/2018 19:52,Greetings to the teaching community on the special occasion of #TeachersDay . Teachers play a vital role in the shaping of young minds and building our nation. We bow to our former President and a distinguished teacher himself Dr. Sarvepalli Radhakrishnan on his Jayanti. ,0.139285714,positive
narendramodi,9/4/2018 8:22,Some more glimpses from the interaction with those who have been conferred the National Award for Teachers. #TeachersDay ,0.5,positive
narendramodi,9/4/2018 8:19,Innovation and technology can enhance one s learning experience. Delighted to meet Shri Vikram Sonba Adsul from Ahmednagar who adapted innovative teaching practices using outdoor activities. His work led to higher enrolment and lower dropout rates. ,0.483333333,positive
narendramodi,9/4/2018 8:18,Shri Vidhu K.P. from Kerala has taken initiatives to make his school a Smart School. He is leveraging technology to manage the school s functioning and for better teaching and learning. India is proud of him. ,0.504761905,positive
narendramodi,9/4/2018 8:18,The Principal of a school in Jahangirabad Madhya Pradesh Dr. Usha Khare established an e-library in her school and also ensured an increase in enrolment and retention of girls. Community-oriented work is her strength. Glad that she has been conferred the award for teachers. ,0.5,positive
narendramodi,9/4/2018 8:17,Ms. Sutapa Sur from Tripura is an inspiration for everyone. Her approach to the overall development of students of her school has shown demonstrable success in the results of the students. She has focused on education through co-curricular as well as cultural activities. ,0.133333333,positive
narendramodi,9/4/2018 8:16,Ms. Sushila Rupji Pasaria of Central Primary School Dadra and Nagar Haveli is an inspirational teacher. From mobilising local communities and parents to increase enrolment to encouraging a range of extra-curricular activities Ms. Sushila's work is admirable. Congrats to her. ,0.225,positive
narendramodi,9/4/2018 8:15,Met Shri Sunil Kumar from Kangra district in HP. Great to know about his efforts to enhance learning experience of students. His innovations and promotion of health and hygiene are truly appreciable. Congratulations for the National Award for Teachers. ,0.8,positive
narendramodi,9/4/2018 8:14,Dr. Suman Jakhar is the Principal of a school in Churu Rajasthan. It is heartening to know that in her leadership enrolment of girls increased substantially. It is such teachers who add great strength to the 'Beti Bachao Beti Padhao' movement. ,0.4,positive
narendramodi,9/4/2018 8:13,Known for developing unique tools for the teaching of English Ms. Shesha Prasad from Kendriya Vidyalaya in Begumpet Hyderabad has endeared herself to both students and fellow teachers. I wish her all the best in her continued endeavour of educating our new generation. ,0.377840909,positive
narendramodi,9/4/2018 8:13,Ms. Shaila R.N worked very hard to improve the overall infrastructure of a school that she is heading in Bengaluru North. Her work has made a positive difference in the lives of several students particularly those belonging to poor families. Proud of teachers like her! ,0.087824675,positive
narendramodi,9/4/2018 8:12,Shri Sashanka Hazarika from Darrang Assam has encouraged computerization and development of software for classrooms. He has taken education to more and more children through his work in increasing enrolment. I wish him success in his noble endeavours. ,0.475,positive
narendramodi,9/4/2018 8:11,Shri Sarvest Kumar Ji s efforts have led to a huge increase in his school s enrolment count in Basti district of Uttar Pradesh. Great to meet him! He even shared how introduction of ICT in his school is enhancing the teaching-learning process and benefitting the students. ,0.7,positive
narendramodi,9/4/2018 8:10,Shri Santosh Gaonkar is the Principal of Poira High School in Goa. Under his leadership the school saw a significant improvement in Class X results. He also worked to make the sciences popular among pupils with his students even taking part in the Children s Science Congress. ,0.378333333,positive
narendramodi,9/4/2018 8:09,Shri GH Rasool Mir Ji s efforts to mobilise parents and local community in Srinagar for increasing student enrolment and reduce absenteeism from school are laudable. His active participation to set up a school library and upgrade labs are praiseworthy. Glad to have met him! ,0.163888889,positive
narendramodi,9/4/2018 8:08,When students are fit India is fit! As the Physical Education teacher of a school in rural Bengaluru Dr. Rameshappa popularises Yoga and sports among students. His work towards gender sensitivity and welfare of Divyang students is noteworthy. Congrats and best wishes to him. ,0.38,positive
narendramodi,9/4/2018 8:05,As the Headmistress of a school in Coimbatore Ms. R Sathy adopted several community mobilisation activities to increase enrolment. Her innovative strategies helped her local village in becoming ODF. She is also passionate about co-curricular activities. Congratulations to her. ,0.18,positive
narendramodi,9/4/2018 8:04,Ms. Pragya Nopany of Birla Vidya Niketan Delhi has taught Physics to thousands of students. She has also participated actively in developing national level curriculum and in developing teacher training programmes. We are proud of her contribution. ,0.333333333,positive
narendramodi,9/4/2018 8:04,Shri Rakeshkumar Chandrakant Patel is a teacher well-known in Nadisar for increasing enrolment through his community linkages and effective use of social media. Also a blogger on education techniques he is an asset to his students and our nation. ,0.316666667,positive
narendramodi,9/4/2018 8:00,Met Shri Omprakash Mishra Ji from Jeypore in Koraput district of Odisha. I salute him for his sheer determination to educate students in one of the remotest areas of our country. His effective use of school labs and technology in teaching of science and mathematics is noteworthy. ,0.3,positive
narendramodi,9/4/2018 7:58,Shri Narra Rama Rao Headmaster of a school in Nizamabad Telangana played the lead role in significantly enhancing the enrolment of children in his school. He has also popularized science among students. I appreciate Shri Rao for his commitment and wish him all the best. ,0.6875,positive
narendramodi,9/4/2018 7:57,It was good meeting Shri Narendra Kumar Tiwari from Chhattisgarh. His school has high levels of student participation and good performance of students in the examinations. He mobilised substantial support for his school from the community. Congratulations for the Teachers Award. ,0.52,positive
narendramodi,9/4/2018 7:56,Shri Murugan is a mathematics and science teacher in Nagaland. Through his innovative approach he has helped students develop keen interest in these subjects. His efforts to organise the District Science Congress and teacher training workshops are highly appreciable. ,0.33,positive
narendramodi,9/4/2018 7:53,Glad to have met Shri Motilal Koirala of Sikkim. His efforts towards enhancing academic level through the use of IT are commendable. As the Principal of his school his extensive outreach to parents and guardians are appreciable and augurs well for the students. Congrats to him. ,0.166666667,positive
narendramodi,9/4/2018 7:52,Ms. Meka Susatya Rekha a teacher of Mathematics and Science in Rajahmundry Andhra Pradesh has successfully ensured that students find classroom interactions absorbing. She has worked on the creation and dissemination of e-content. I wish her well in all her future endeavours. ,0.316666667,positive
narendramodi,9/4/2018 7:50,Teaching is about educating students and mentoring other teachers too. Ms. Manu Gulati is a shining beacon in this. She has also developed innovative methods of teaching through technology music and dance. Delighted that she wins the National Award for Teachers. ,0.295,positive
narendramodi,9/4/2018 7:49,Ms. Manju Balasubramanyam heads the DPS in Bengaluru. Her work towards increasing diversity and focussing in opportunity as well as inclusion for Divyang children are commendable. Congratulated her on being conferred the prestigious award for teachers. ,0,neutral
narendramodi,9/4/2018 7:47,Starting from basics Ms. Mamta Awasthy from Sikkim developed innovative teaching practices at the primary school level. She also compiled her best practices which are being disseminated and helping several other youngsters study. ,0.267857143,positive
narendramodi,9/4/2018 7:46,Pleasure meeting Shri Shivakumar Ji from Karnataka s Chikkaballapura district. It was great to know that using technology he has simplified Mathematical queries for his students. Many of his classroom videos are available on the internet and are widely appreciated. ,0.38,positive
narendramodi,9/4/2018 7:44,As the Headmaster of a school in Pasighat Arunachal Pradesh Shri Lutni Perme has not only helped the school improve its academic performance but has also laid emphasis on holistic education through gardening sports and other activities. The nation is proud of him. ,0.16875,positive
narendramodi,9/4/2018 7:43,Shri Kirandeep Singh who teaches in Ludhiana has done excellent work in popularising Mathematics among youngsters. He has set up a Maths hub maths park created interesting modules all so that students enjoy the subject and excel in it. Glad that he got the teachers award. ,0.446666667,positive
narendramodi,9/4/2018 7:38,Shri Khangembam Indrakumar Singh from Manipur worked hard to spread the message of the importance of primary education. He has also worked on special residential programmes to help students pick up key concepts. He is an inspiration to students and other teachers. ,0.068095238,positive
narendramodi,9/4/2018 7:37,Heading a school in North Sikkim Ms. Karma Chomu Bhutia devoted attention to every aspect of education ranging from enrolment proper mid day meals using technology and new learning methods. Delighted that she is receiving a prestigious award for educators. ,0.209090909,positive
narendramodi,9/4/2018 7:35,Met Ms. Jayanthi Sheshadri who has shown tremendous passion towards improving rural education. She has created innovative modules and conducted workshops to spread the joys of learning. Congratulations to her. ,0.277777778,positive
narendramodi,9/4/2018 7:34,Meet Shri Ishwari Kumar Sinha from Chhattisgarh. He has made science teaching more meaningful and effective through use of experiments and and through field activities. He has also been devoting out of school hours for supporting children with learning difficulties. ,0.4625,positive
narendramodi,9/4/2018 7:30,Met Shri Mohammad Imran Khan Mewati from Alwar. I appreciate him for developing educational e-content including videos website and even Mobile Apps. His Apps cover a range of subjects at primary and secondary level as well as for competitive examinations. Congrats to him. ,0.116666667,positive
narendramodi,9/4/2018 7:26,Generations of students will thank Shri Hydros CK based in Wayanad Kerala for his determined focus on learning outcomes. He gave students innovative projects on areas such as robotics which contributed to the building of a scientific temper among young minds. Proud of him. ,0.35,positive
narendramodi,9/4/2018 7:23,Shri Harinder Singh Grewal is an example of how teachers can master technology and benefit students. His innovative use of technology for teaching and experiments on learning aids are laudable. I wish him all the best for the future. ,0.5,positive
narendramodi,9/4/2018 7:21,Meet my friend Shri GS Zaithantluanga from Mizoram. Along with developing a scientific temper among students he is helping students excel in cultural competitions. He has initiated the adoption of vocational education and skill training in the school too. Proud of him. ,0.4,positive
narendramodi,9/4/2018 7:20,Interacted with Dr. Gopal Jee the Principal of a school in Bihar s Sitamarhi. His work on environmental conservation is outstanding. He has also worked hard to improve literacy rates in his district and always inspires students to study harder so that they can fight poverty. ,0.036111111,positive
narendramodi,9/4/2018 7:19,Even though she heads a school in Delhi s Rohini Ms. Geeta Gangwani continues to teach Chemistry and has developed innovative methods to make the subject more popular. As an administrator her emphasis on IT has benefitted the school greatly. Congratulations to her! ,0.422222222,positive
narendramodi,9/4/2018 7:17,Encouraging group discussions in classrooms ensuring regular use of science and computer labs in teaching and improving school infrastructure are some of the laudable things Shri B S Ravi has done in his school in Gadwal Telangana. We are proud of his work. ,0.4,positive
narendramodi,9/4/2018 7:16,Shri Basruddin Khan from Haryana is a Headmaster who has played a key role in promoting the education of girls. He has also made a significant contribution towards identification and enrolment of out-of-school children. Congratulations to him for the National Award for Teachers. ,0.1875,positive
narendramodi,9/4/2018 7:14,Shri Bandari Ramesh from Warangal Telangana has worked on innovative teaching methods for mathematics. As a prolific developer of teaching-learning material he has helped ensure excellent results in his school. I wish him all the best for continuing his good work. ,0.8,positive
narendramodi,9/4/2018 7:13,Shri Pari Baldevpari Javerpari from Junagadh Gujarat makes learning mathematics enjoyable for students. He has developed several Mobile Apps that help students learn the subject. His classroom videos are also widely watched. May his kind increase. ,0.155555556,positive
narendramodi,9/4/2018 7:10,Students really like Shri Arvind Raj Jajware's joyful teaching methods. He has made a significant contribution in enhancing enrolment and attendance in his school in Jharkhand. He also shares best practices of teaching with others. More power to him! ,0.55,positive
narendramodi,9/4/2018 7:09,Great meeting Shri Amitava Misra from West Bengal s Purulia district. The transformation he has brought about in his school by mobilising people is remarkable. Glad to know that he even teaches students from marginalized communities during out of school hours and holidays. ,0.683333333,positive
narendramodi,9/4/2018 7:07,On the eve of #TeachersDay interacted with those who have been conferred the National Award to Teachers. ,0,neutral
