username,date,text,sentimentvalue,catergory,
realDonaldTrump,6/17/2018 17:42,Why was the FBIâ€™s sick loser  Peter Strzok  working on the totally discredited Mueller team of 13 Angry & Conflicted Democrats  when Strzok was giving Crooked Hillary a free pass yet telling his lover  lawyer Lisa Page  that â€œweâ€™ll stopâ€ Trump from becoming President? Witch Hunt!,-0.041964286,negative,
realDonaldTrump,6/17/2018 17:25,Why was the FBI giving so much information to the Fake News Media. They are not supposed to be doing that  and knowing the enemy of the people Fake News  they put their own spin on it - truth doesnâ€™t matter to them!,-0.0125,negative,
realDonaldTrump,6/19/2018 11:04,I want to take a moment to address the current illegal immigration crisis on the Southern Border...it has been going on for many  many decades... pic.twitter.com/1F7EK9Ef88,0.1,positive,
realDonaldTrump,6/19/2018 10:35,THANK YOU @NFIB ! #NFIB75 https://www. pscp.tv/w/bfk2ETFvTlFs TFJub1dwUXd8MWVhS2JWRU9FQlJLWE30IgMkyVLzZM9m7ATMxMl6CmRm6Qiv6kUvKwQbs3n6?t=1s â€¦,0,neutral,
realDonaldTrump,6/19/2018 8:22,Join me tomorrow in Duluth  Minnesota for a #MAGA Rally! Tickets: http:// donaldjtrump.com/rallies/duluth -mn-june-2018 â€¦ pic.twitter.com/gP59o1RDqW,0,neutral,
realDonaldTrump,6/19/2018 7:11,#CHANGETHELAWS Now is the best opportunity ever for Congress to change the ridiculous and obsolete laws on immigration. Get it done  always keeping in mind that we must have strong border security.,0.366666667,positive,
realDonaldTrump,6/19/2018 7:07,We must always arrest people coming into our Country illegally. Of the 12 000 children  10 000 are being sent by their parents on a very dangerous trip  and only 2000 are with their parents  many of whom have tried to enter our Country illegally on numerous occasions.,-0.138333333,negative,
realDonaldTrump,6/19/2018 6:52,Democrats are the problem. They donâ€™t care about crime and want illegal immigrants  no matter how bad they may be  to pour into and infest our Country  like MS-13. They canâ€™t win on their terrible policies  so they view them as potential voters!,-0.28,negative,
realDonaldTrump,6/19/2018 6:52,If you donâ€™t have Borders  you donâ€™t have a Country!,0,neutral,
realDonaldTrump,6/19/2018 6:52,Crime in Germany is up 10% plus (officials do not want to report these crimes) since migrants were accepted. Others countries are even worse. Be smart America!,-0.066071429,negative,
realDonaldTrump,6/19/2018 6:52,I canâ€™t think of something more concerning than a law enforcement officer suggesting that their going to use their powers to affect an election!â€ Inspector General Horowitz on what was going on with numerous people regarding my election. A Rigged Witch Hunt!p,0.225,positive,
realDonaldTrump,6/20/2018 16:30,So sorry  people wanting to get into the already packed arena - I LOVE YOU ALL! pic.twitter.com/PFvXrsvgkA,0.0625,positive,
realDonaldTrump,6/20/2018 14:54,Just landed in Duluth  Minnesota. Two events planned - looking forward to them and being with @PeteStauber and his wonderful family!,1,positive,
realDonaldTrump,6/20/2018 13:39,Donâ€™t worry  the Republicans  and your President  will fix it! pic.twitter.com/xsbuPzXbHj,0,neutral,
realDonaldTrump,6/20/2018 13:34,Look what Fake ABC News put out. I guess they had it prepared from the 13 Angry Democrats leading the Witch Hunt! #StopTheBias pic.twitter.com/c0XOk1btEQ,-0.5625,negative,
realDonaldTrump,6/20/2018 13:04,Had a great meeting with the House GOP last night at the Capitol. They applauded and laughed loudly when I mentioned my experience with Mark Sanford. I have never been a fan of his!,0.40625,positive,
realDonaldTrump,6/20/2018 10:37,https://www. pscp.tv/w/bfqHozFvTlFs TFJub1dwUXd8MXpxSlZMeVlEWFZLQkC5P6IJEDdLUCzX0xEkbxt49U94VbVmoisTqC04pxLW?t=1s â€¦,0,neutral,
realDonaldTrump,6/20/2018 8:00,More records! #MAGA https:// twitter.com/secretsbedard/ status/1009438008733569025 â€¦,0.625,positive,
realDonaldTrump,6/20/2018 7:00,â€œFBI texts have revealed anti-Trump Bias.â€ @FoxNews Big News  but the Fake News doesnâ€™t want to cover. Total corruption - the Witch Hunt has turned out to be a scam! At some point soon the Mainstream Media will have to cover correctly  too big a story!,-0.125,negative,
realDonaldTrump,6/20/2018 6:41,Itâ€™s the Democrats fault  they wonâ€™t give us the votes needed to pass good immigration legislation. They want open borders  which breeds horrible crime. Republicans want security. But I am working on something - it never ends!,-0.1,negative,
realDonaldTrump,6/20/2018 5:25,The Fake News is not mentioning the safety and security of our Country when talking about illegal immigration. Our immigration laws are the weakest and worst anywhere in the world  and the Dems will do anything not to change them & to obstruct-want open borders which means crime!,-0.5,negative,
realDonaldTrump,6/19/2018 19:36,THANK YOU @HouseGOP ! pic.twitter.com/scvACfJwts,0,neutral,
realDonaldTrump,6/19/2018 19:17,Earlier today  @FLOTUS Melania and I were honored to welcome King Felipe VI and Queen Letizia of Spain to the @WhiteHouse ! pic.twitter.com/cCubCyiRm5,0.5,positive,
realDonaldTrump,6/19/2018 18:06,Homeland Security @SecNielsen did a fabulous job yesterday at the press conference explaining security at the border and for our country  while at the same time recommending changes to obsolete & nasty laws  which force family separation. We want â€œheartâ€ and security in America!,-0.2,negative,
realDonaldTrump,6/21/2018 16:07,You cannot pass legislation on immigration whether it be for safety and security or any other reason including â€œheart â€ without getting Dem votes. Problem is  they donâ€™t care about security and Râ€™s do. Zero Dems voted to support the Goodlatte Bill. They wonâ€™t vote for anything!,-0.15625,negative,
realDonaldTrump,6/21/2018 15:40,We have to maintain strong borders or we will no longer have a country that we can be proud of â€“ and if we show any weakness  millions of people will journey into our country.,0.616666667,positive,
realDonaldTrump,6/21/2018 14:51,â€œI REALLY DONâ€™T CARE  DO U?â€ written on the back of Melaniaâ€™s jacket  refers to the Fake News Media. Melania has learned how dishonest they are  and she truly no longer cares!,-0.16875,negative,
realDonaldTrump,6/21/2018 13:46,Big Supreme Court win on internet sales tax - about time! Big victory for fairness and for our country. Great victory for consumers and retailers.,0.45,positive,
realDonaldTrump,6/21/2018 13:46,Farm Bill just passed in the House. So happy to see work requirements included. Big win for the farmers!,0.6,positive,
realDonaldTrump,6/21/2018 13:45,I was thrilled to be back in Minnesota for a roundtable with hardworking American Patriots. Thank you! pic.twitter.com/suoRN02zMq,0.2,positive,
realDonaldTrump,6/21/2018 13:25,"The real big story that affects everybody in America is the success of @POTUS 's TAX CUT package and what it's done for our economy...â€ @Varneyco pic.twitter.com/2bUbA7zSFM,0.15,positive
realDonaldTrump,2018-06-21 10:02:40""",My Administration is acting swiftly to address the illegal immigration crisis on the Southern Border. Loopholes in our immigration laws all supported by extremist open border Democrats...and that's what they are - they're extremist open border Democrats.... pic.twitter.com/F73I5gu0Q5,-0.1,negative
realDonaldTrump,6/21/2018 7:38,Democrats want open Borders  where anyone can come into our Country  and stay. This is Nancy Pelosiâ€™s dream. It wonâ€™t happen!,0,neutral,
realDonaldTrump,6/21/2018 6:52,Henry McMaster has done a great job as Governor of South Carolina. The state is BOOMING  with jobs and new industry setting records. He is tough on Crime and Strong on Borders  Healthcare  the Military and our great Vets. Henry has my full and complete Endrosement! #MAGA,0.26947601,positive,
realDonaldTrump,6/21/2018 6:08,What is the purpose of the House doing good immigration bills when you need 9 votes by Democrats in the Senate  and the Dems are only looking to Obstruct (which they feel is good for them in the Mid-Terms). Republicans must get rid of the stupid Filibuster Rule-it is killing you!,0.1,positive,
realDonaldTrump,6/21/2018 5:50,Last night in Minnesota was incredible. What a crowd!,0.5,positive,
realDonaldTrump,6/21/2018 5:38,I will be going the Columbia  South Carolina  on Monday night to do a campaign speech for one of my very early supporters  a man who truly loves the people of South Carolina  Governor Henry McMaster. Henry worked so hard & was so loyal to me that I look forward to reciprocating!,0.085,positive,
realDonaldTrump,6/21/2018 5:29,The Border has been a big mess and problem for many years. At some point Schumer and Pelosi  who are weak on Crime and Border security  will be forced to do a real deal  so easy  that solves this long time problem. Schumer used to want Border security - now heâ€™ll take Crime!,0.027604167,positive,
realDonaldTrump,6/21/2018 5:12,We shouldnâ€™t be hiring judges by the thousands  as our ridiculous immigration laws demand  we should be changing our laws  building the Wall  hire Border Agents and Ice and not let people come into our country based on the legal phrase they are told to say as their password.,-0.066666667,negative,
realDonaldTrump,6/20/2018 20:51,ALL-TIME RECORD OPTIMISM! pic.twitter.com/ZTrfJY2afh,0,neutral,
realDonaldTrump,6/20/2018 20:24,Just returning from the Great State of Minnesota where we had an incredible rally with 9 000 people  and at least 10 000 who could not get in - I will return! Congratulations to @PeteStauber who is loved and respected in Minnesota!,0.55,positive,
realDonaldTrump,6/20/2018 18:01,Thank you Duluth  Minnesota. Together  we are MAKING AMERICA GREAT AGAIN! https://www. pscp.tv/w/bfrvjjEyMzE3 NDF8MU93eFdXUmFYTGt4UVedt8X8A4zbiTmgO0vK2wXeSsGfVT4TDNMGjusRIBnP â€¦,1,positive,
realDonaldTrump,6/22/2018 13:23,Our first duty  and our highest loyalty  is to the citizens of the United States. We will not rest until our border is secure  our citizens are safe  and we finally end the immigration crisis once and for all. pic.twitter.com/7YfZ9kjB23,0.2875,positive,
realDonaldTrump,6/22/2018 12:40,We are gathered today to hear directly from the AMERICAN VICTIMS of ILLEGAL IMMIGRATION. These are the American Citizens permanently separated from their loved ones b/c they were killed by criminal illegal aliens. These are the families the media ignores... https://www. pscp.tv/w/bf1GFzFvTlFs TFJub1dwUXd8MWpNSmdFVll5ZUFLTAWuHc0BMMKeCOoDRCPmtIftVLaFLQVwfSLoC_C0SbzX?t=9m9s â€¦,-0.1,negative,
realDonaldTrump,6/22/2018 7:10,Hope OPEC will increase output substantially. Need to keep prices down!,-0.194444444,negative,
realDonaldTrump,6/22/2018 6:43,We must maintain a Strong Southern Border. We cannot allow our Country to be overrun by illegal immigrants as the Democrats tell their phony stories of sadness and grief  hoping it will help them in the elections. Obama and others had the same pictures  and did nothing about it!,-0.173333333,negative,
realDonaldTrump,6/22/2018 6:30,80% of Mexicoâ€™s Exports come to the United States. They totally rely on us  which is fine with me. They do have  though  very strong Immigration Laws. The U.S. has pathetically weak and ineffective Immigration Laws that the Democrats refuse to help us fix. Will speak to Mexico!,0.1278125,positive,
realDonaldTrump,6/22/2018 4:58,Congressman Ron DeSantis  a top student at Yale and Harvard Law School  is running for Governor of the Great State of Florida. Ron is strong on Borders  tough on Crime & big on Cutting Taxes - Loves our Military & our Vets. He will be a Great Governor & has my full Endorsement!,0.209104938,positive,
realDonaldTrump,6/22/2018 4:46,Congresswoman Martha Roby of Alabama has been a consistent and reliable vote for our Make America Great Again Agenda. She is in a Republican Primary run-off against a recent Nancy Pelosi voting Democrat. I fully endorse Martha for Alabama 2nd Congressional District!,0.29,positive,
realDonaldTrump,6/22/2018 4:31,Governor Henry McMaster is a truly fine man who loves the People of South Carolina. He was one of my very early supporters and truly helped me to a Big South Carolina Victory. I will see you all in S.C on Monday and Vice President Pence will be there for Henry on Saturday!,0.182222222,positive,
realDonaldTrump,6/22/2018 4:06,Republicans should stop wasting their time on Immigration until after we elect more Senators and Congressmen/women in November. Dems are just playing games  have no intention of doing anything to solves this decades old problem. We can pass great legislation after the Red Wave!,0.44,positive,
realDonaldTrump,6/22/2018 4:00,Elect more Republicans in November and we will pass the finest  fairest and most comprehensive Immigration Bills anywhere in the world. Right now we have the dumbest and the worst. Dems are doing nothing but Obstructing. Remember their motto  RESIST! Ours is PRODUCE!,0.217142857,positive,
realDonaldTrump,6/22/2018 3:54,Even if we get 100% Republican votes in the Senate  we need 10 Democrat votes to get a much needed Immigration Bill - & the Dems are Obstructionists who wonâ€™t give votes for political reasons & because they donâ€™t care about Crime coming from Border! So we need to elect more Râ€™s!,0.40625,positive,
realDonaldTrump,6/22/2018 3:41,Our great Judge Jeanine Pirro is out with a new book  â€œLiars  Leakers and Liberals  the Case Against the Anti-Trump Conspiracy â€ which is fantastic. Go get it!,0.478787879,positive,
realDonaldTrump,6/23/2018 15:06,AMERICA IS OPEN FOR BUSINESS! pic.twitter.com/ZjdlHwJlxm,0,neutral,
realDonaldTrump,6/23/2018 13:25,Thank you @NVGOP ! #MAGA https://www. pscp.tv/w/bf6j6DFvTlFs TFJub1dwUXd8MU9kSnJwbFdqVnFLWBBj_3o2OU0lHCFk53OSp75EyPTe3FRXBbP0IOQWFeId?t=2s â€¦,0,neutral,
realDonaldTrump,6/23/2018 10:12,Happy Birthday to Supreme Court Justice Clarence Thomas  a friend and great man! pic.twitter.com/hlXYYkTjcv,0.9,positive,
realDonaldTrump,6/23/2018 10:05,Itâ€™s very sad that Nancy Pelosi and her sidekick  Cryinâ€™ Chuck Schumer  want to protect illegal immigrants far more than the citizens of our country. The United States cannot stand for this. We wants safety and security at our borders!,-0.06,negative,
realDonaldTrump,6/23/2018 9:57,Heading to Nevada to talk trade and immigration with supporters. Countryâ€™s economy is stronger than ever before with numbers that are getting better by the week. Tremendous potential  and trade deals are coming along well.,0.277777778,positive,
realDonaldTrump,6/23/2018 7:53,My thoughts and prayers are with Representative Katie Arrington of South Carolina  including all of those involved in last nights car accident  and their families. https:// twitter.com/karringtonsc/s tatus/1010500676269404166 â€¦,0,neutral,
realDonaldTrump,6/23/2018 7:00,...everyone how much he likes me  but he will only vote with Nancy Pelosi. Keith is strong on borders and tough on crime â€” and loves cutting taxes! #MAGA,-0.101111111,negative,
realDonaldTrump,6/23/2018 7:00,. @VP Pence is heading to Pittsburgh  Pennsylvania where we have both strongly endorsed one of the finest men around  Congressman Keith @RothfusForPA . He is running against #LambTheSham   who is telling...,0.433333333,positive,
realDonaldTrump,6/23/2018 5:52,Drudge Report â€œOBAMA KEPT THEM IN CAGES  WRAPPED THEM IN FOILâ€ We do a much better job while at the same time maintaining a MUCH stronger Border! Mainstream Fake Media hates this story.,0.0625,positive,
realDonaldTrump,6/23/2018 5:42,â€œDisability applications plunge as economy strengthensâ€ Failing New York Times,0.136363636,positive,
realDonaldTrump,6/23/2018 5:38,The National Association of Manufacturers just announced that 95.1% of Manufacturers â€œhave a positive outlook for their companies.â€ This is the best number in the Associationâ€™s history!,0.613636364,positive,
realDonaldTrump,6/23/2018 4:36,The Russian Witch Hunt is Rigged!,0,neutral,
realDonaldTrump,6/23/2018 4:33,. @FoxNews Poll numbers plummet on the Democrat inspired and paid for Russian Witch Hunt. With all of the bias  lying and hate by the investigators  people want the investigators investigated. Much more will come out. A total scam and excuse for the Dems losing the Election!,-0.0725,negative,
realDonaldTrump,6/23/2018 4:15,Steel is coming back fast! U.S. Steel is adding great capacity also. So are others. https:// twitter.com/foxbusiness/st atus/1010330347081351168 â€¦,0.35,positive,
realDonaldTrump,6/22/2018 17:34,Based on the Tariffs and Trade Barriers long placed on the U.S. & its great companies and workers by the European Union  if these Tariffs and Barriers are not soon broken down and removed  we will be placing a 20% Tariff on all of their cars coming into the U.S. Build them here!,0.031111111,positive,
realDonaldTrump,6/24/2018 13:12,The United States is insisting that all countries that have placed artificial Trade Barriers and Tariffs on goods going into their country  remove those Barriers & Tariffs or be met with more than Reciprocity by the U.S.A. Trade must be fair and no longer a one way street!,0.258333333,positive,
realDonaldTrump,6/24/2018 8:08,....Our Immigration policy  laughed at all over the world  is very unfair to all of those people who have gone through the system legally and are waiting on line for years! Immigration must be based on merit - we need people who will help to Make America Great Again!,0.325,positive,
realDonaldTrump,6/24/2018 8:02,We cannot allow all of these people to invade our Country. When somebody comes in  we must immediately  with no Judges or Court Cases  bring them back from where they came. Our system is a mockery to good immigration policy and Law and Order. Most children come without parents...,0.4,positive,
realDonaldTrump,6/24/2018 6:12,Democrats  fix the laws. Donâ€™t RESIST. We are doing a far better job than Bush and Obama  but we need strength and security at the Border! Cannot accept all of the people trying to break into our Country. Strong Borders  No Crime!,0.422222222,positive,
realDonaldTrump,6/23/2018 18:43,Major Wall Street Journal opinion piece today talking about the Russian Witch Hunt and the disgrace that it is. So many people hurt  so bad for our country - a total sham! https://www. wsj.com/articles/muell ers-fruit-of-the-poisonous-tree-1529707087 â€¦,-0.064583333,negative,
realDonaldTrump,6/25/2018 16:44,Just landed in South Carolina - will be at the McMaster rally shortly! #MAGA,0,neutral,
realDonaldTrump,6/25/2018 16:30,The hearing of Peter Strzok and the other hating frauds at the FBI & DOJ should be shown to the public on live television  not a closed door hearing that nobody will see. We should expose these people for what they are - there should be total transparency!,0.012272727,positive,
realDonaldTrump,6/25/2018 16:22,Why is Senator Mark Warner (D-VA)  perhaps in a near drunken state  claiming he has information that only he and Bob Mueller  the leader of the 13 Angry Democrats on a Witch Hunt  knows? Isnâ€™t this highly illegal. Is it being investigated?,-0.225,negative,
realDonaldTrump,6/25/2018 16:06,â€œDirector David Lynch: Trump Could Go Down as One of the Greatest Presidentsâ€ http://www. breitbart.com/big-hollywood/ 2018/06/24/david-lynch-trump-could-go-down-as-one-of-the-greatest-presidents-in-history/amp/ â€¦,0.422222222,positive,
realDonaldTrump,6/25/2018 14:28,Surprised that Harley-Davidson  of all companies  would be the first to wave the White Flag. I fought hard for them and ultimately they will not pay tariffs selling into the E.U.  which has hurt us badly on trade  down $151 Billion. Taxes just a Harley excuse - be patient! #MAGA,-0.107465278,negative,
realDonaldTrump,6/25/2018 10:11,Congresswoman Maxine Waters  an extraordinarily low IQ person  has become  together with Nancy Pelosi  the Face of the Democrat Party. She has just called for harm to supporters  of which there are many  of the Make America Great Again movement. Be careful what you wish for Max!,0.29375,positive,
realDonaldTrump,6/25/2018 7:36,Will be heading to one of my favorite places  South Carolina  to fight for one of my original â€œfighters â€ Governor Henry McMaster. Speaking at 7:00 P.M.,0.4375,positive,
realDonaldTrump,6/25/2018 5:54,....If this is done  illegal immigration will be stopped in itâ€™s tracks - and at very little  by comparison  cost. This is the only real answer - and we must continue to BUILD THE WALL!,-0.1234375,negative,
realDonaldTrump,6/25/2018 5:43,Hiring manythousands of judges  and going through a long and complicated legal process  is not the way to go - will always be disfunctional. People must simply be stopped at the Border and told they cannot come into the U.S. illegally. Children brought back to their country......,-0.141666667,negative,
realDonaldTrump,6/25/2018 5:36,Such a difference in the media coverage of the same immigration policies between the Obama Administration and ours. Actually  we have done a far better job in that our facilities are cleaner and better run than were the facilities under Obama. Fake News is working overtime!,0.067857143,positive,
realDonaldTrump,6/25/2018 5:02,I have tried to stay uninvolved with the Department of Justice and FBI (although I do not legally have to)  because of the now totally discredited and very expensive Witch Hunt currently going on. But you do have to ask why the DOJ & FBI arenâ€™t giving over requested documents?,-0.1875,negative,
realDonaldTrump,6/25/2018 4:41,The Red Hen Restaurant should focus more on cleaning its filthy canopies  doors and windows (badly needs a paint job) rather than refusing to serve a fine person like Sarah Huckabee Sanders. I always had a rule  if a restaurant is dirty on the outside  it is dirty on the inside!,-0.241666667,negative,
realDonaldTrump,6/25/2018 4:28,Former Attorney General Michael Mukasey said that President Trump is probably correct that there was surveillance on Trump Tower. Actually  far greater than would ever have been believed!,0.19375,positive,
realDonaldTrump,6/24/2018 18:08,. @RepClayHiggins has been a great help to me on Cutting Taxes  creating great new healthcare programs at low cost  fighting for Border Security  our Military and are Vets. He is tough on Crime and has my full Endorsement. The Great State of Louisiana  we want Clay!,0.221941639,positive,
realDonaldTrump,6/24/2018 17:08,House Republicans could easily pass a Bill on Strong Border Security but remember  it still has to pass in the Senate  and for that we need 10 Democrat votes  and all they do is RESIST. They want Open Borders and donâ€™t care about Crime! Need more Republicans to WIN in November!,0.473333333,positive,
realDonaldTrump,6/24/2018 17:01,. @jimmyfallon is now whimpering to all that he did the famous â€œhair showâ€ with me (where he seriously messed up my hair)  & that he would have now done it differently because it is said to have â€œhumanizedâ€ me-he is taking heat. He called & said â€œmonster ratings.â€ Be a man Jimmy!,0.055555556,positive,
realDonaldTrump,6/26/2018 13:12,Today  we tell the story of an incredible HERO who defended our nation in World War Two â€“ First Lieutenant Garlin Murl Conner. Although he died 20 years ago  today he takes his rightful place in the Eternal Chronicle of American Valor... https://www. pscp.tv/w/bgKUxjFvTlFs TFJub1dwUXd8MVlxS0RRTVJNRXpHVtw44nvKbJAlMv0UQqnot162bf70hhQOm2BCc1lQVpMl?t=8m24s â€¦,0.383333333,positive,
realDonaldTrump,6/26/2018 7:40,SUPREME COURT UPHOLDS TRUMP TRAVEL BAN. Wow!,0.125,positive,
realDonaldTrump,6/26/2018 6:30,â€œThe most profound question of our era: Was there a conspiracy in the Obama Department of Justice and the FBI to prevent Donald Trump from becoming President of the U.S.  and was Strzok at the core of the conspiracy?â€ Judge Andrew Napolitano,0.344444444,positive,
realDonaldTrump,6/26/2018 5:36,The face of the Democrats is now Maxine Waters who  together with Nancy Pelosi  have established a fine leadership team. They should always stay together and lead the Democrats  who want Open Borders and Unlimited Crime  well into the future....and pick Crooked Hillary for Pres.,0.138888889,positive,
realDonaldTrump,6/26/2018 5:17,A Harley-Davidson should never be built in another country-never! Their employees and customers are already very angry at them. If they move  watch  it will be the beginning of the end - they surrendered  they quit! The Aura will be gone and they will be taxed like never before!,-1,negative,
realDonaldTrump,6/26/2018 4:57,It was great being with Governor Henry McMaster last night in South Carolina. Henry is tough on Crime and Borders  loves our Military and our Vets and has created many jobs and a great economy. GO OUT AND VOTE FOR HENRY TODAY  HE WILL NEVER LET YOU DOWN!,0.202380952,positive,
realDonaldTrump,6/26/2018 4:49,....We are finishing our study of Tariffs on cars from the E.U. in that they have long taken advantage of the U.S. in the form of Trade Barriers and Tariffs. In the end it will all even out - and it wonâ€™t take very long!,-0.065625,negative,
realDonaldTrump,6/26/2018 4:37,....When I had Harley-Davidson officials over to the White House  I chided them about tariffs in other countries  like India  being too high. Companies are now coming back to America. Harley must know that they wonâ€™t be able to sell back into U.S. without paying a big tax!,0.076428571,positive,
realDonaldTrump,6/26/2018 4:25,....We are getting other countries to reduce and eliminate tariffs and trade barriers that have been unfairly used for years against our farmers  workers and companies. We are opening up closed markets and expanding our footprint. They must play fair or they will pay tariffs!,0.0375,positive,
realDonaldTrump,6/26/2018 4:16,Early this year Harley-Davidson said they would move much of their plant operations in Kansas City to Thailand. That was long before Tariffs were announced. Hence  they were just using Tariffs/Trade War as an excuse. Shows how unbalanced & unfair trade is  but we will fix it.....,-0.06,negative,
realDonaldTrump,6/25/2018 18:35,Thank you South Carolina. Now letâ€™s get out tomorrow and VOTE for @HenryMcMaster ! https://www. pscp.tv/w/bgGOtTFvTlFs TFJub1dwUXd8MXlvSk1WZHJWQm54Uf-J8fPu1RO4E84ax-LuK1bAbiCpnzBBZmdPfI9FAhGV?t=11s â€¦,0,neutral,
realDonaldTrump,6/27/2018 16:14,Just landed in North Dakota with @SenJohnHoeven and @RepKevinCramer . We will see everyone at Scheels Arena shortly! pic.twitter.com/pakUigKB61,0,neutral,
realDonaldTrump,6/27/2018 14:18,Today  it was my great honor to welcome President Marcelo Rebelo de Sousa of Portugal to the @WhiteHouse ! pic.twitter.com/yd37K4Ei8R,0.9,positive,
realDonaldTrump,6/27/2018 13:28,Heading to North Dakota to fully stand with and endorse Kevin Cramer for Senate. He is an extraordinary Congressman who will hopefully soon represent this great state as your Senator. He is tough on crime  strong on borders  loves our Military  and our Vets! #NDSen https:// twitter.com/kevincramer/st atus/1012041519866531841 â€¦,0.210555556,positive,
realDonaldTrump,6/27/2018 12:13,Statement on Justice Anthony Kennedy. #SCOTUS pic.twitter.com/8aWJ6fWemA,0,neutral,
realDonaldTrump,6/27/2018 10:33,Today  I was thrilled to join student leaders from Colleges and Universities across the country... pic.twitter.com/OQp3NcOeE4,0.6,positive,
realDonaldTrump,6/27/2018 8:26,Harley-Davidson should stay 100% in America  with the people that got you your success. Iâ€™ve done so much for you  and then this. Other companies are coming back where they belong! We wonâ€™t forget  and neither will your customers or your now very HAPPY competitors!,0.275,positive,
realDonaldTrump,6/27/2018 7:11,Supreme Court rules in favor of non-union workers who are now  as an example  able to support a candidate of his or her choice without having those who control the Union deciding for them. Big loss for the coffers of the Democrats!,0.25,positive,
realDonaldTrump,6/27/2018 5:39,HOUSE REPUBLICANS SHOULD PASS THE STRONG BUT FAIR IMMIGRATION BILL  KNOWN AS GOODLATTE II  IN THEIR AFTERNOON VOTE TODAY  EVEN THOUGH THE DEMS WONâ€™T LET IT PASS IN THE SENATE. PASSAGE WILL SHOW THAT WE WANT STRONG BORDERS & SECURITY WHILE THE DEMS WANT OPEN BORDERS = CRIME. WIN!,0.513333333,positive,
realDonaldTrump,6/27/2018 4:18,Congratulations to Maxine Waters  whose crazy rants have made her  together with Nancy Pelosi  the unhinged FACE of the Democrat Party. Together  they will Make America Weak Again! But have no fear  America is now stronger than ever before  and Iâ€™m not going anywhere!,-0.59296875,negative,
realDonaldTrump,6/26/2018 20:52,Big and conclusive win by Mitt Romney. Congratulations! I look forward to working together - there is so much good to do. A great and loving family will be coming to D.C.,0.62,positive,
realDonaldTrump,6/26/2018 19:59,The legendary Gary Player at Turnberry in Scotland! https:// twitter.com/trumpturnberry /status/1011253664961433600 â€¦,1,positive,
realDonaldTrump,6/26/2018 19:54,A great First Lady! https:// twitter.com/stevehusker/st atus/1011792972613120000 â€¦,0.55625,positive,
realDonaldTrump,6/26/2018 19:47,The Democrats are in Turmoil! Open Borders and unchecked Crime a certain way to lose elections. Republicans are for Strong Borders  NO Crime! A BIG NIGHT!,0.188988095,positive,
realDonaldTrump,6/26/2018 19:18,Wow! Big Trump Hater Congressman Joe Crowley  who many expected was going to take Nancy Pelosiâ€™s place  just LOST his primary election. In other words  heâ€™s out! That is a big one that nobody saw happening. Perhaps he should have been nicer  and more respectful  to his President!,0.210416667,positive,
realDonaldTrump,6/26/2018 19:05,Tremendous win for Congressman Dan Donovan. You showed great courage in a tough race! New York  and my many friends on Staten Island  have elected someone they have always been very proud of. Congratulations!,0.440512266,positive,
realDonaldTrump,6/26/2018 18:52,Congratulations to Governor Henry McMaster on your BIG election win! South Carolina loves you. We are all proud of you and Peggy! @henrymcmaster,0.666666667,positive,
realDonaldTrump,6/28/2018 13:49,Prior to departing Wisconsin  I was briefed on the shooting at Capital Gazette in Annapolis  Maryland. My thoughts and prayers are with the victims and their families. Thank you to all of the First Responders who are currently on the scene.,0.083333333,positive,
realDonaldTrump,6/28/2018 12:09,AMERICA IS OPEN FOR BUSINESS! https://www. pscp.tv/w/bgUo_zFvTlFs TFJub1dwUXd8MU95S0FRYUVFYU9LYhkur5FVBX8MOg6-iuNRANCQuuPoXyjfrCl-HA8fb7LC?t=33m2s â€¦,0,neutral,
realDonaldTrump,6/28/2018 11:57,Today  we broke ground on a plant that will provide jobs for up to 15 000 Wisconsin Workers! As Foxconn has discovered  there is no better place to build  hire and grow than right here in the United States! pic.twitter.com/tOFFodZYvK,0.053571429,positive,
realDonaldTrump,6/28/2018 6:06,I am in Milwaukee  Wisconsin  for meetings. Soon to leave for a big groundbreaking for Foxconn  which is building a great new electronics plant in Wisconsin. 15 000 Jobs  so great!,0.484090909,positive,
realDonaldTrump,6/28/2018 5:56,....persecuted on old and/or totally unrelated charges (there was no collusion and there was no obstruction of the no collusion)...And what is going on in the FBI & DOJ with Crooked Hillary  the DNC and all of the lies? A disgraceful situation!,0.033333333,positive,
realDonaldTrump,6/28/2018 5:43,When is Bob Mueller going to list his Conflicts of Interest? Why has it taken so long? Will they be listed at the top of his $22 000 000 Report...And what about the 13 Angry Democrats  will they list their conflicts with Crooked H? How many people will be sent to jail and......,0.058333333,positive,
realDonaldTrump,6/28/2018 5:30,Peter Strzok worked as the leader of the Rigged Witch Hunt for a long period of time - he got it started and was only fired because the gig was up. But remember  he took his orders from Comey and McCabe and they took their orders from you know who. Mueller/Comey best friends!,0.316666667,positive,
realDonaldTrump,6/28/2018 4:38,Just watched @SharkGregNorman on @foxandfriends . Said â€œPresident is doing a great job. All over the world  people want to come back to the U.S.â€ Thank you Greg  and youâ€™re looking and doing great!,0.6,positive,
realDonaldTrump,6/28/2018 4:32,Amy Kremer  Women for Trump  was so great on @foxandfriends . Brave and very smart  thank you Amy! @AmyKremer,0.649404762,positive,
